,X.1,X,Submission.ID,Common.Name,Scientific.Name,Taxonomic.Order,Count,State.Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration..Min.,All.Obs.Reported,Distance.Traveled..km.,Area.Covered..ha.,Number.of.Observers,Breeding.Code,Species.Comments,Checklist.Comments
673,673,673,S22630516,Green-winged Teal,Anas crecca,462,10,US-DE,Kent,Woodland Beach Wildlife Area,39.32639,-75.5099817,04-01-2015,04:00 PM,eBird - Traveling Count,33,1,0.644,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
674,674,674,S12819520,Green-winged Teal,Anas crecca,462,X,US-AL,Mobile,Grand Bay Rd,30.5261877,-88.3362579,02-02-2013,05:00 PM,eBird - Stationary Count,30,1,NA,NA,1,,,
675,675,675,S20961322,Green-winged Teal,Anas crecca,462,1,US-NJ,Monmouth,18th Avenue,40.1637,-74.0829,12-19-2014,02:15 PM,eBird - Stationary Count,45,1,NA,NA,2,,,
676,676,676,S23139929,Green-winged Teal,Anas crecca,462,1,US-DE,New Castle,Augustine Wildlife Area--Yardley Dale Tract,39.5348286,-75.5861521,04-25-2015,06:48 PM,eBird - Traveling Count,90,1,1.609,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
677,677,677,S17162335,Green-winged Teal,Anas crecca,462,20,US-DE,New Castle,"Townsend, 306-346 Delaware 9",39.42697,-75.63174,02-23-2014,08:56 AM,eBird - Stationary Count,15,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
678,678,678,S21196137,Green-winged Teal,Anas crecca,462,8,US-TX,Nueces,Corpus Christi--Hazel Bazemore Park (CTC 078),27.8669646,-97.6418281,01-04-2015,10:30 AM,eBird - Traveling Count,45,1,2.414,NA,2,,,
679,679,679,S21196660,Green-winged Teal,Anas crecca,462,15,US-TX,Nueces,Port Aransas Nature Preserve at Charlie's Pasture,27.8327765,-97.0873833,01-04-2015,03:50 PM,eBird - Traveling Count,80,1,4.828,NA,2,,,
680,680,680,S21196669,Green-winged Teal,Anas crecca,462,45,US-TX,Nueces,Port Aransas- Leonabelle Turnbull Birding Ctr. (CTC 057),27.8270173,-97.0782208,01-04-2015,03:00 PM,eBird - Traveling Count,40,1,1.609,NA,2,,,
681,681,681,S14233321,Green-winged Teal,Anas crecca,462,X,US-AZ,Pima,Sweetwater Wetlands,32.278549,-111.022495,05-24-2013,06:14 PM,eBird - Traveling Count,70,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.7
682,682,682,S11991744,Green-winged Teal,Anas crecca,462,2,US-MO,Stoddard,Otter Slough CA,36.723295,-90.1081736,10-07-2012,09:30 AM,eBird - Traveling Count,270,1,16.093,NA,2,,,
683,683,683,S11786281,Green-winged Teal,Anas crecca,462,X,US-TX,Travis,Travis,30.32913,-97.77289,03-01-2009,,eBird - Casual Observation,0,0,NA,NA,1,,,Austin
684,684,684,S16524837,Green-winged Teal,Anas crecca carolinensis,467,1,US-DE,Sussex,Prime Hook NWR--Fowler Beach Rd.,38.879079,-75.272948,01-26-2014,01:40 PM,eBird - Traveling Count,67,1,2.414,NA,4,,,frozen except for channel
685,685,685,S22065431,Canvasback,Aythya valisineria,496,2,US-DE,New Castle,Newark Reservoir,39.6947717,-75.7445526,02-25-2015,07:21 AM,eBird - Traveling Count,51,1,2.012,NA,2,,"males, photos    <a href=""https://www.flickr.com/photos/timschreckengost/16024539763"" title=""Canvasback at Newark Reservoir, New Castle, DE on Feb 25, 2015 - IMG_2926 by Tim Schreckengost, on Flickr""><img src=""https://farm9.staticflickr.com/8595/16024539763_60496d029d_z.jpg"" alt=""Canvasback at Newark Reservoir, New Castle, DE on Feb 25, 2015 - IMG_2926"" /></a>",Submitted from  BirdLog NA for Android v1.9.6
686,686,686,S15798778,Canvasback,Aythya valisineria,496,X,US-DE,Sussex,"Silver Lake, Rehoboth",38.7070298,-75.0793862,11-29-2013,02:00 PM,eBird - Casual Observation,0,1,NA,NA,2,,,
687,687,687,S15812398,Canvasback,Aythya valisineria,496,X,US-DE,Sussex,"Silver Lake, Rehoboth",38.7070298,-75.0793862,11-30-2013,03:00 PM,eBird - Stationary Count,10,1,NA,NA,1,,,
688,688,688,S21544464,Canvasback,Aythya valisineria,496,75,US-DE,Sussex,"Silver Lake, Rehoboth",38.7070298,-75.0793862,01-25-2015,12:32 PM,eBird - Stationary Count,9,1,NA,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
689,689,689,S14895250,Canvasback,Aythya valisineria,496,5,US-NV,White Pine,Ruby Lake NWR,40.1012816,-115.5080474,08-06-2013,12:00 PM,eBird - Traveling Count,120,1,4.828,NA,1,,,
690,690,690,S12194866,Redhead,Aythya americana,497,X,US-TX,Aransas,Aransas NWR (CTC 037)  (Aransas Co.),28.2426986,-96.8564987,11-30-2012,04:00 PM,eBird - Traveling Count,60,1,8.047,NA,1,,,
691,691,691,S21717431,Redhead,Aythya americana,497,10,US-MD,Baltimore,Loch Raven Reservoir--Secondary Dam,39.425851,-76.5414906,02-07-2015,03:22 PM,eBird - Stationary Count,60,1,NA,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
692,692,692,S21239175,Redhead,Aythya americana,497,1,US-TX,Brazoria,Brazoria NWR,29.0599151,-95.2534527,01-06-2015,07:40 AM,eBird - Traveling Count,260,1,8.047,NA,7,,,Bird banding followed by drive around auto tour loop.
693,693,693,S21243536,Redhead,Aythya americana,497,5,US-TX,Brazoria,Brazoria NWR (UTC 108),29.0570039,-95.2293356,01-06-2015,01:00 PM,eBird - Traveling Count,120,0,16.093,NA,2,,,
694,694,694,S12194862,Redhead,Aythya americana,497,40,US-TX,Cameron,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,11-30-2012,08:30 AM,eBird - Traveling Count,120,1,1.609,NA,1,,,
695,695,695,S14066509,Redhead,Aythya americana,497,1,US-TX,Cameron,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,05-10-2013,09:30 AM,eBird - Traveling Count,90,1,1.609,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
696,696,696,S15616169,Redhead,Aythya americana,497,X,US-TX,Cameron,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,11-08-2013,09:00 AM,eBird - Traveling Count,70,1,1.609,NA,3,,,
697,697,697,S15616168,Redhead,Aythya americana,497,X,US-TX,Cameron,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),26.1400912,-97.1748233,11-08-2013,08:30 AM,eBird - Traveling Count,30,1,1.609,NA,3,,,
698,698,698,S21308531,Redhead,Aythya americana,497,1,US-NJ,Cape May,Villas--Lake Champlain,39.0059789,-74.9483871,01-11-2015,11:36 AM,eBird - Stationary Count,34,1,NA,NA,4,,"<iframe src=""https://www.flickr.com/photos/timschreckengost/15637463094/in/photostream/player/"" width=""640"" height=""400"" frameborder=""0""></iframe>",Submitted from  BirdLog NA for Android v1.9.6
699,699,699,S17261995,Redhead,Aythya americana,497,1,US-MD,Cecil,"Marina Park, Port Deposit",39.5997364,-76.1101377,03-02-2014,08:40 AM,eBird - Traveling Count,95,1,0.402,NA,2,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
700,700,700,S13639614,Redhead,Aythya americana,497,4,US-TX,Comal,"Bulverde, 11300-11348 Highway 46",29.78091,-98.31835,04-05-2013,01:11 PM,eBird - Stationary Count,15,1,NA,NA,1,,,Submitted from  BirdLog for Android v1.6
701,701,701,S12067101,Redhead,Aythya americana,497,X,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,11-18-2012,08:00 AM,eBird - Traveling Count,120,1,3.219,NA,1,,,
702,702,702,S16082184,Redhead,Aythya americana,497,X,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-26-2013,03:26 PM,eBird - Traveling Count,138,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
703,703,703,S20992309,Redhead,Aythya americana,497,200,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-22-2014,04:28 PM,eBird - Traveling Count,94,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
704,704,704,S21002647,Redhead,Aythya americana,497,250,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-23-2014,04:27 PM,eBird - Traveling Count,106,1,3.219,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
705,705,705,S21072360,Redhead,Aythya americana,497,30,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-29-2014,01:37 PM,eBird - Traveling Count,225,1,8.047,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
706,706,706,S12134325,Redhead,Aythya americana,497,X,US-TX,Comal,Lake Hills,29.945337,-98.4031562,11-22-2012,11:00 AM,eBird - Casual Observation,0,1,NA,NA,1,,,
707,707,707,S13735535,Redhead,Aythya americana,497,X,US-TX,Galveston,Galveston- Lafitte's Cove (UTC 068),29.21787,-94.9343,04-13-2013,01:20 PM,eBird - Traveling Count,350,1,3.219,NA,1,,,Submitted from  BirdLog for Android v1.6
708,708,708,S12982388,Redhead,Aythya americana,497,25,US-MS,Harrison,Long Beach Harbor,30.34425,-89.14149,02-16-2013,09:11 AM,eBird - Traveling Count,60,1,1.609,NA,4,,,Submitted from  BirdLog for Android v1.6
709,709,709,S12344827,Redhead,Aythya americana,497,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,12-05-2012,04:00 AM,eBird - Traveling Count,120,1,2.414,NA,4,,,
710,710,710,S12801520,Redhead,Aythya americana,497,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,02-01-2013,12:30 PM,eBird - Traveling Count,180,1,3.219,NA,3,,,
711,711,711,S13421086,Redhead,Aythya americana,497,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,03-16-2013,05:30 PM,eBird - Traveling Count,105,1,8.047,NA,4,,,"with Glen Davis, Jared Feura, and Eamon Harrity"
712,712,712,S12819520,Redhead,Aythya americana,497,X,US-AL,Mobile,Grand Bay Rd,30.5261877,-88.3362579,02-02-2013,05:00 PM,eBird - Stationary Count,30,1,NA,NA,1,,,
713,713,713,S22044955,Redhead,Aythya americana,497,2,US-DE,New Castle,"Glasgow, 1400 Peoples Plaza",39.60252,-75.75128,02-23-2015,04:47 PM,eBird - Stationary Count,2,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
714,714,714,S21196660,Redhead,Aythya americana,497,5,US-TX,Nueces,Port Aransas Nature Preserve at Charlie's Pasture,27.8327765,-97.0873833,01-04-2015,03:50 PM,eBird - Traveling Count,80,1,4.828,NA,2,,,
715,715,715,S16070223,Redhead,Aythya americana,497,X,US-FL,Osceola,Oak Street Extension Preserve,28.2998842,-81.3955754,12-23-2013,10:00 AM,eBird - Traveling Count,60,1,0.805,NA,1,,,
716,716,716,S11786253,Redhead,Aythya americana,497,X,US-LA,Plaquemines,Plaquemines,29.426,-89.54426,02-01-2011,,eBird - Casual Observation,0,0,NA,NA,1,,,Louisiana
717,717,717,S21196686,Redhead,Aythya americana,497,73,US-TX,San Patricio,Indian Point (CTC 073),27.8525492,-97.3559312,01-04-2015,11:50 AM,eBird - Stationary Count,25,1,NA,NA,2,,,
718,718,718,S11786281,Redhead,Aythya americana,497,X,US-TX,Travis,Travis,30.32913,-97.77289,03-01-2009,,eBird - Casual Observation,0,0,NA,NA,1,,,Austin
719,719,719,S14485336,Redhead,Aythya americana,497,X,US-CA,Tulare,Tulare WTP,36.18209,-119.37143,06-23-2013,12:00 PM,eBird - Traveling Count,35,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.7
720,720,720,S11996307,Redhead,Aythya americana,497,1,US-AR,Washington,Lake Wilson,36.0003528,-94.136076,11-09-2012,12:29 PM,eBird - Traveling Count,61,1,1.609,NA,2,,," <br />Submitted from BirdLog NA for iOS, version 1.5.1"
721,721,721,S16306796,Redhead,Aythya americana,497,X,US-MN,Washington,Point Douglas Park (Washington Co.),44.7487382,-92.8115986,01-08-2014,11:00 AM,eBird - Stationary Count,20,1,NA,NA,2,,,
722,722,722,S11788424,Redhead,Aythya americana,497,X,US-NV,Washoe,Pyramid Lake,39.918681,-119.485413,07-20-2012,02:00 PM,eBird - Stationary Count,60,1,NA,NA,2,,,Scoping at Pyramid lake
723,723,723,S14895250,Redhead,Aythya americana,497,2,US-NV,White Pine,Ruby Lake NWR,40.1012816,-115.5080474,08-06-2013,12:00 PM,eBird - Traveling Count,120,1,4.828,NA,1,,,
724,724,724,S17162565,Ring-necked Duck,Aythya collaris,499,10,US-MD,Baltimore,Loch Raven Reservoir--Primary Dam,39.43142,-76.5434647,02-09-2014,09:20 AM,eBird - Stationary Count,45,1,NA,NA,1,,,
725,725,725,S21717431,Ring-necked Duck,Aythya collaris,499,20,US-MD,Baltimore,Loch Raven Reservoir--Secondary Dam,39.425851,-76.5414906,02-07-2015,03:22 PM,eBird - Stationary Count,60,1,NA,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
726,726,726,S21239175,Ring-necked Duck,Aythya collaris,499,2,US-TX,Brazoria,Brazoria NWR,29.0599151,-95.2534527,01-06-2015,07:40 AM,eBird - Traveling Count,260,1,8.047,NA,7,,,Bird banding followed by drive around auto tour loop.
727,727,727,S21243536,Ring-necked Duck,Aythya collaris,499,2,US-TX,Brazoria,Brazoria NWR (UTC 108),29.0570039,-95.2293356,01-06-2015,01:00 PM,eBird - Traveling Count,120,0,16.093,NA,2,,,
728,728,728,S21243438,Ring-necked Duck,Aythya collaris,499,2,US-TX,Brazoria,San Bernard NWR (UTC 125),28.8886516,-95.5597953,01-05-2015,01:55 PM,eBird - Traveling Count,60,1,16.093,NA,2,,,
729,729,729,S12194862,Ring-necked Duck,Aythya collaris,499,2,US-TX,Cameron,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,11-30-2012,08:30 AM,eBird - Traveling Count,120,1,1.609,NA,1,,,
730,730,730,S21308524,Ring-necked Duck,Aythya collaris,499,12,US-NJ,Cape May,Cape Island--CMP--Lily Lake,38.9391024,-74.9631287,01-11-2015,01:22 PM,eBird - Traveling Count,10,1,0.805,NA,4,,,Submitted from  BirdLog NA for Android v1.9.6
731,731,731,S21308531,Ring-necked Duck,Aythya collaris,499,2,US-NJ,Cape May,Villas--Lake Champlain,39.0059789,-74.9483871,01-11-2015,11:36 AM,eBird - Stationary Count,34,1,NA,NA,4,,,Submitted from  BirdLog NA for Android v1.9.6
732,732,732,S17261995,Ring-necked Duck,Aythya collaris,499,13,US-MD,Cecil,"Marina Park, Port Deposit",39.5997364,-76.1101377,03-02-2014,08:40 AM,eBird - Traveling Count,95,1,0.402,NA,2,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
733,733,733,S17564470,Ring-necked Duck,Aythya collaris,499,1,US-MD,Cecil,Port Deposit,39.6038366,-76.1158562,03-23-2014,07:05 AM,eBird - Traveling Count,41,1,0.805,NA,3,,Male,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
734,734,734,S15625482,Ring-necked Duck,Aythya collaris,499,X,US-TX,Hidalgo,Estero Llano Grande SP WBC (LTC 054),26.1260304,-97.9559173,11-09-2013,12:30 PM,eBird - Traveling Count,120,1,4.828,NA,3,,,
735,735,735,S11951409,Ring-necked Duck,Aythya collaris,499,X,US-NC,Hyde,Lake Mattamuskeet NWR--Wildlife Drive,35.468361,-76.1490664,11-03-2012,09:00 AM,eBird - Traveling Count,360,1,16.093,NA,4,,,
736,736,736,S12344827,Ring-necked Duck,Aythya collaris,499,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,12-05-2012,04:00 AM,eBird - Traveling Count,120,1,2.414,NA,4,,,
737,737,737,S12801520,Ring-necked Duck,Aythya collaris,499,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,02-01-2013,12:30 PM,eBird - Traveling Count,180,1,3.219,NA,3,,,
738,738,738,S13157844,Ring-necked Duck,Aythya collaris,499,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,02-23-2013,10:36 AM,eBird - Stationary Count,20,1,NA,NA,3,,, Submitted from  BirdLog for Android v1.6
739,739,739,S13421086,Ring-necked Duck,Aythya collaris,499,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,03-16-2013,05:30 PM,eBird - Traveling Count,105,1,8.047,NA,4,,,"with Glen Davis, Jared Feura, and Eamon Harrity"
740,740,740,S16086918,Ring-necked Duck,Aythya collaris,499,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12-15-2013,07:00 AM,eBird - Exhaustive Area Count,300,1,NA,55,1,,,personal CBC list
741,741,741,S21836280,Ring-necked Duck,Aythya collaris,499,2,US-DE,New Castle,"Middletown, Airfield Road",39.57527,-75.58849,02-14-2015,01:35 PM,eBird - Traveling Count,60,1,0.644,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
742,742,742,S16070223,Ring-necked Duck,Aythya collaris,499,X,US-FL,Osceola,Oak Street Extension Preserve,28.2998842,-81.3955754,12-23-2013,10:00 AM,eBird - Traveling Count,60,1,0.805,NA,1,,,
743,743,743,S11786281,Ring-necked Duck,Aythya collaris,499,X,US-TX,Travis,Travis,30.32913,-97.77289,03-01-2009,,eBird - Casual Observation,0,0,NA,NA,1,,,Austin
744,744,744,S16231171,Ring-necked Duck,Aythya collaris,499,1,US-WI,,Wisconsin,44.72084,-89.92639,01-03-2014,10:30 AM,eBird - Casual Observation,0,1,NA,NA,3,,,
745,745,745,S14066509,Greater Scaup,Aythya marila,508,4,US-TX,Cameron,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,05-10-2013,09:30 AM,eBird - Traveling Count,90,1,1.609,NA,1,,"Females, round heads, white patch at base of bill. Have photos","<br />Submitted from BirdLog NA for iOS, version 1.5.3"
746,746,746,S16115768,Greater Scaup,Aythya marila,508,10,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-29-2013,10:30 AM,eBird - Traveling Count,40,1,0.805,NA,1,,,
747,747,747,S12345086,Greater Scaup,Aythya marila,508,X,US-MS,Hancock,Hancock County Marshes Coastal Preserve,30.2058226,-89.4682789,12-19-2012,07:30 AM,eBird - Traveling Count,300,1,8.047,NA,5,,,With Mark Woodrey doing the CBC on a boat in the bay.
748,748,748,S12980921,Greater Scaup,Aythya marila,508,X,US-MS,Harrison,Moses Pier,30.3670574,-89.085007,02-16-2013,07:31 AM,eBird - Traveling Count,75,1,0.805,NA,3,,, Submitted from  BirdLog for Android v1.6
749,749,749,S12814566,Greater Scaup,Aythya marila,508,X,US-MS,Jackson,Lake Mars Ave boat ramp,30.3606642,-88.7645035,02-02-2013,12:30 PM,eBird - Stationary Count,60,1,NA,NA,3,,,
750,750,750,S12801520,Greater Scaup,Aythya marila,508,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,02-01-2013,12:30 PM,eBird - Traveling Count,180,1,3.219,NA,3,,,
751,751,751,S21726576,Greater Scaup,Aythya marila,508,29,US-DE,New Castle,Cedar Swamp Wildlife Area,39.3894043,-75.5462666,02-08-2015,08:00 AM,eBird - Traveling Count,210,1,4.828,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
752,752,752,S22043159,Greater Scaup,Aythya marila,508,1,US-DE,New Castle,Peterson Wildlife Refuge - DuPont Env. Ed. Center,39.7227022,-75.5608106,02-23-2015,01:27 PM,eBird - Traveling Count,35,1,1.207,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
753,753,753,S21196660,Greater Scaup,Aythya marila,508,1,US-TX,Nueces,Port Aransas Nature Preserve at Charlie's Pasture,27.8327765,-97.0873833,01-04-2015,03:50 PM,eBird - Traveling Count,80,1,4.828,NA,2,,,
754,754,754,S13497468,Greater Scaup,Aythya marila,508,1,US-LA,Orleans,City Park--Couturie Forest,30.0045693,-90.0935962,03-23-2013,07:42 AM,eBird - Traveling Count,120,1,3.219,NA,1,,," <br />Submitted from BirdLog NA for iOS, version 1.5.2"
755,755,755,S11786253,Greater Scaup,Aythya marila,508,X,US-LA,Plaquemines,Plaquemines,29.426,-89.54426,02-01-2011,,eBird - Casual Observation,0,0,NA,NA,1,,,Louisiana
756,756,756,S16524638,Greater Scaup,Aythya marila,508,6,US-DE,Sussex,Cape Henlopen State Park,38.767,-75.096,01-26-2014,10:45 AM,eBird - Traveling Count,120,1,2.414,NA,4,,,bay side of the point and fort miles
757,757,757,S16524629,Greater Scaup,Aythya marila,508,4,US-DE,Sussex,Indian River Inlet,38.6082524,-75.0613403,01-26-2014,07:45 AM,eBird - Traveling Count,150,1,0.805,NA,4,,,"sea watch from north jetty base and up the channel - calm, clear, 20's"
758,758,758,S11786281,Greater Scaup,Aythya marila,508,X,US-TX,Travis,Travis,30.32913,-97.77289,03-01-2009,,eBird - Casual Observation,0,0,NA,NA,1,,,Austin
759,759,759,S12188003,Lesser Scaup,Aythya affinis,511,X,US-TX,Bexar,Braunig Lake (HOTE 101),29.2518777,-98.3931431,11-28-2012,04:30 PM,eBird - Traveling Count,90,1,1.609,NA,1,,,
760,760,760,S21239175,Lesser Scaup,Aythya affinis,511,X,US-TX,Brazoria,Brazoria NWR,29.0599151,-95.2534527,01-06-2015,07:40 AM,eBird - Traveling Count,260,1,8.047,NA,7,,,Bird banding followed by drive around auto tour loop.
761,761,761,S21243536,Lesser Scaup,Aythya affinis,511,10,US-TX,Brazoria,Brazoria NWR (UTC 108),29.0570039,-95.2293356,01-06-2015,01:00 PM,eBird - Traveling Count,120,0,16.093,NA,2,,,
762,762,762,S21308539,Lesser Scaup,Aythya affinis,511,1,US-NJ,Cape May,Avalon--8th St. Jetty,39.10672,-74.703598,01-11-2015,09:37 AM,eBird - Traveling Count,69,1,0.322,NA,4,,,Submitted from  BirdLog NA for Android v1.9.6
763,763,763,S17564470,Lesser Scaup,Aythya affinis,511,2,US-MD,Cecil,Port Deposit,39.6038366,-76.1158562,03-23-2014,07:05 AM,eBird - Traveling Count,41,1,0.805,NA,3,,Mf,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
764,764,764,S12345120,Lesser Scaup,Aythya affinis,511,X,US-TX,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,12-21-2012,03:00 PM,eBird - Traveling Count,150,1,4.828,NA,1,,,
765,765,765,S13639614,Lesser Scaup,Aythya affinis,511,2,US-TX,Comal,"Bulverde, 11300-11348 Highway 46",29.78091,-98.31835,04-05-2013,01:11 PM,eBird - Stationary Count,15,1,NA,NA,1,,,Submitted from  BirdLog for Android v1.6
766,766,766,S16082184,Lesser Scaup,Aythya affinis,511,X,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-26-2013,03:26 PM,eBird - Traveling Count,138,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
767,767,767,S20992309,Lesser Scaup,Aythya affinis,511,5,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-22-2014,04:28 PM,eBird - Traveling Count,94,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
768,768,768,S21002647,Lesser Scaup,Aythya affinis,511,10,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-23-2014,04:27 PM,eBird - Traveling Count,106,1,3.219,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
769,769,769,S21072360,Lesser Scaup,Aythya affinis,511,15,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-29-2014,01:37 PM,eBird - Traveling Count,225,1,8.047,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
770,770,770,S21011229,Lesser Scaup,Aythya affinis,511,20,US-TX,Comal,Landa Park (HOTE 069),29.7117824,-98.1356484,12-24-2014,04:02 PM,eBird - Traveling Count,40,1,0.402,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
771,771,771,S17564469,Lesser Scaup,Aythya affinis,511,64,US-MD,Harford,Conowingo Dam (Harford Co.),39.654346,-76.17431,03-23-2014,08:04 AM,eBird - Traveling Count,28,1,1.207,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
772,772,772,S12344827,Lesser Scaup,Aythya affinis,511,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,12-05-2012,04:00 AM,eBird - Traveling Count,120,1,2.414,NA,4,,,
773,773,773,S12801520,Lesser Scaup,Aythya affinis,511,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,02-01-2013,12:30 PM,eBird - Traveling Count,180,1,3.219,NA,3,,,
774,774,774,S13421086,Lesser Scaup,Aythya affinis,511,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,03-16-2013,05:30 PM,eBird - Traveling Count,105,1,8.047,NA,4,,,"with Glen Davis, Jared Feura, and Eamon Harrity"
775,775,775,S13420778,Lesser Scaup,Aythya affinis,511,X,US-AL,Mobile,Dauphin Island,30.2504,-88.1058,03-16-2013,06:33 AM,eBird - Traveling Count,417,1,24.14,NA,4,,,"With Glen Davis, Jared Feura, and Eamon Harrity. Including a drive up 188."
776,776,776,S22043159,Lesser Scaup,Aythya affinis,511,2,US-DE,New Castle,Peterson Wildlife Refuge - DuPont Env. Ed. Center,39.7227022,-75.5608106,02-23-2015,01:27 PM,eBird - Traveling Count,35,1,1.207,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
777,777,777,S21836293,Lesser Scaup,Aythya affinis,511,1,US-DE,New Castle,Port Penn Impoundments,39.5227468,-75.5766892,02-14-2015,05:05 PM,eBird - Stationary Count,5,1,NA,NA,2,,,Submitted from  BirdLog NA for Android v1.9.6
778,778,778,S16070223,Lesser Scaup,Aythya affinis,511,2,US-FL,Osceola,Oak Street Extension Preserve,28.2998842,-81.3955754,12-23-2013,10:00 AM,eBird - Traveling Count,60,1,0.805,NA,1,,,
779,779,779,S11786253,Lesser Scaup,Aythya affinis,511,X,US-LA,Plaquemines,Plaquemines,29.426,-89.54426,02-01-2011,,eBird - Casual Observation,0,0,NA,NA,1,,,Louisiana
780,780,780,S14485336,Lesser Scaup,Aythya affinis,511,1,US-CA,Tulare,Tulare WTP,36.18209,-119.37143,06-23-2013,12:00 PM,eBird - Traveling Count,35,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.7
781,781,781,S17261994,Greater/Lesser Scaup,Aythya marila/affinis,512,300,US-MD,Harford,Lapidum,39.5978226,-76.1277276,03-02-2014,08:40 AM,eBird - Casual Observation,0,1,NA,NA,2,,several large rafts/ 75-100 birds in each raft; too distant for confident ID,Birds observed from Port Deposit.
782,782,782,S12982388,Greater/Lesser Scaup,Aythya marila/affinis,512,15,US-MS,Harrison,Long Beach Harbor,30.34425,-89.14149,02-16-2013,09:11 AM,eBird - Traveling Count,60,1,1.609,NA,4,,,Submitted from  BirdLog for Android v1.6
783,783,783,S13237937,Greater/Lesser Scaup,Aythya marila/affinis,512,X,US-MS,Jackson,Gulf Islands National Seashore--Davis Bayou area,30.3921394,-88.7907104,03-02-2013,09:00 AM,eBird - Traveling Count,120,1,2.414,NA,1,,,
