Submission.ID,Common.Name,Scientific.Name,Taxonomic.Order,Count,State.Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration..Min.,All.Obs.Reported,Distance.Traveled..km.,Area.Covered..ha.,Number.of.Observers,Breeding.Code,Species.Comments,Checklist.Comments
S14895250,Trumpeter Swan,Cygnus buccinator,299,2,US-NV,White Pine,Ruby Lake NWR,40.1012816,-115.5080474,8/6/2013,12:00 PM,eBird - Traveling Count,120,1,4.828,NA,1,NA,NA,NA
S21308530,Tundra Swan,Cygnus columbianus,302,2,US-NJ,Cape May,Cape Island--CMPSP--State Park Beach,38.9314387,-74.9535155,1/11/2015,12:38 PM,eBird - Traveling Count,25,1,0.402,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S22073021,Tundra Swan,Cygnus columbianus,302,4,US-MD,Cecil,Elkton Marsh,39.5815885,-75.852356,2/25/2015,4:50 PM,eBird - Traveling Count,45,1,0.644,NA,2,NA,NA,NA
S17261995,Tundra Swan,Cygnus columbianus,302,42,US-MD,Cecil,"Marina Park, Port Deposit",39.5997364,-76.1101377,3/2/2014,8:40 AM,eBird - Traveling Count,95,1,0.402,NA,2,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
S17564469,Tundra Swan,Cygnus columbianus,302,137,US-MD,Harford,Conowingo Dam (Harford Co.),39.654346,-76.17431,3/23/2014,8:04 AM,eBird - Traveling Count,28,1,1.207,NA,1,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
S11951409,Tundra Swan,Cygnus columbianus,302,X,US-NC,Hyde,Lake Mattamuskeet NWR--Wildlife Drive,35.468361,-76.1490664,11/3/2012,9:00 AM,eBird - Traveling Count,360,1,16.093,NA,4,NA,NA,NA
S21545318,Tundra Swan,Cygnus columbianus,302,2,US-DE,Kent,Along Rt. 9,39.1455403,-75.4459086,1/25/2015,4:30 PM,eBird - Casual Observation,0,0,NA,NA,2,NA,NA,NA
S15694154,Tundra Swan,Cygnus columbianus,302,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,11/17/2013,10:52 AM,eBird - Traveling Count,264,1,6.437,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S16086918,Tundra Swan,Cygnus columbianus,302,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12/15/2013,7:00 AM,eBird - Exhaustive Area Count,300,1,NA,55,1,NA,NA,personal CBC list
S19088991,Tundra Swan,Cygnus columbianus,302,1,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,7/13/2014,1:38 PM,eBird - Traveling Count,100,1,3.219,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S20904365,Tundra Swan,Cygnus columbianus,302,83,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12/14/2014,7:00 AM,eBird - Traveling Count,295,1,7.242,NA,7,NA,NA,Bombay Hook CBC- Raymond
S17162335,Tundra Swan,Cygnus columbianus,302,X,US-DE,New Castle,"Townsend, 306-346 Delaware 9",39.42697,-75.63174,2/23/2014,8:56 AM,eBird - Stationary Count,15,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S16524837,Tundra Swan,Cygnus columbianus,302,125,US-DE,Sussex,Prime Hook NWR--Fowler Beach Rd.,38.879079,-75.272948,1/26/2014,1:40 PM,eBird - Traveling Count,67,1,2.414,NA,4,NA,NA,frozen except for channel
S16524890,Tundra Swan,Cygnus columbianus,302,25,US-DE,Sussex,Prime Hook NWR--Prime Hook Beach Rd.,38.8536119,-75.2592659,1/26/2014,2:58 PM,eBird - Traveling Count,33,1,3.219,NA,4,NA,flyover,completely frozen
S16306796,Tundra Swan,Cygnus columbianus,302,X,US-MN,Washington,Point Douglas Park (Washington Co.),44.7487382,-92.8115986,1/8/2014,11:00 AM,eBird - Stationary Count,20,1,NA,NA,2,NA,NA,NA
S22493373,Egyptian Goose,Alopochen aegyptiaca,325,1,US-FL,Broward,Plantation Central Park,26.1267388,-80.2743369,3/22/2015,5:00 PM,eBird - Traveling Count,23,1,0.483,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S13958008,Egyptian Goose,Alopochen aegyptiaca,325,5,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,5/1/2013,4:30 PM,eBird - Traveling Count,90,1,2.414,NA,1,NA,"While I know there are domestic flocks common in Landa Park, I have never seen them at the lake. Which is why I'm reporting them. They were swimming around and sitting on a sandbar near shore.",NA
S21059360,Egyptian Goose,Alopochen aegyptiaca,325,1,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12/28/2014,3:58 PM,eBird - Traveling Count,151,1,4.023,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21072360,Egyptian Goose,Alopochen aegyptiaca,325,2,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12/29/2014,1:37 PM,eBird - Traveling Count,225,1,8.047,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S15514585,Egyptian Goose,Alopochen aegyptiaca,325,X,US-TX,Comal,Canyon Lake- Hancock Road Trailhead,29.9118677,-98.2391453,10/28/2013,4:39 PM,eBird - Traveling Count,119,1,4.828,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.2
S21011229,Egyptian Goose,Alopochen aegyptiaca,325,20,US-TX,Comal,Landa Park (HOTE 069),29.7117824,-98.1356484,12/24/2014,4:02 PM,eBird - Traveling Count,40,1,0.402,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S22493373,Muscovy Duck,Cairina moschata (Established Feral),347.5,1,US-FL,Broward,Plantation Central Park,26.1267388,-80.2743369,3/22/2015,5:00 PM,eBird - Traveling Count,23,1,0.483,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S16070223,Muscovy Duck,Cairina moschata (Established Feral),347.5,5,US-FL,Osceola,Oak Street Extension Preserve,28.2998842,-81.3955754,12/23/2013,10:00 AM,eBird - Traveling Count,60,1,0.805,NA,1,NA,NA,NA
S21011229,Muscovy Duck,Cairina moschata (Domestic type),348,30,US-TX,Comal,Landa Park (HOTE 069),29.7117824,-98.1356484,12/24/2014,4:02 PM,eBird - Traveling Count,40,1,0.402,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S14964864,Wood Duck,Aix sponsa,357,X,US-MO,Chariton,Swan Lake NWR,39.613988,-93.2222444,8/19/2013,11:00 AM,eBird - Casual Observation,0,1,NA,NA,2,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.6.2"
S17960044,Wood Duck,Aix sponsa,357,7,US-PA,Chester,Somerset Lake,39.7850595,-75.7397461,4/19/2014,8:57 AM,eBird - Stationary Count,163,1,NA,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S22817044,Wood Duck,Aix sponsa,357,4,US-PA,Chester,horse farm,39.7346562,-75.7700765,4/12/2015,8:20 AM,eBird - Traveling Count,111,1,3.219,NA,5,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S13643606,Wood Duck,Aix sponsa,357,5,US-TX,Comal,Canyon Lake- Dam  and  Nature Trl below dam (HOTE 073),29.86938,-98.19542,4/5/2013,6:41 PM,eBird - Traveling Count,61,1,1.609,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S13663523,Wood Duck,Aix sponsa,357,X,US-TX,Comal,Canyon Lake- Hancock Road Trailhead,29.9118677,-98.2391453,4/7/2013,9:11 AM,eBird - Traveling Count,214,1,4.828,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S13641722,Wood Duck,Aix sponsa,357,15,US-TX,Comal,New Braunfels- Landa Park (HOTE 069),29.71178,-98.13565,4/5/2013,2:44 PM,eBird - Traveling Count,135,1,2.414,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S13694014,Wood Duck,Aix sponsa,357,X,US-TX,Comal,New Braunfels- Landa Park (HOTE 069),29.71178,-98.13565,4/9/2013,6:00 PM,eBird - Traveling Count,102,1,1.609,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S14924413,Wood Duck,Aix sponsa,357,X,US-MO,Holt,Squaw Creek NWR,40.068893,-95.23534,8/14/2013,8:00 AM,eBird - Traveling Count,90,1,8.047,NA,5,NA,NA,NA
S13218282,Wood Duck,Aix sponsa,357,X,US-MS,Jackson,Mississippi Sandhill Crane NWR--Gautier Unit,30.4509674,-88.6558056,2/28/2013,8:35 AM,eBird - Casual Observation,0,1,NA,NA,2,NA,NA, Submitted from  BirdLog for Android v1.6
S13454327,Wood Duck,Aix sponsa,357,2,US-MS,Jackson,Mississippi Sandhill Crane NWR--Gautier Unit,30.4509674,-88.6558056,3/19/2013,4:15 PM,eBird - Traveling Count,120,1,3.219,NA,1,NA,NA,Kayaking along side the refuge
S13421086,Wood Duck,Aix sponsa,357,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,3/16/2013,5:30 PM,eBird - Traveling Count,105,1,8.047,NA,4,NA,NA,"with Glen Davis, Jared Feura, and Eamon Harrity"
S22947429,Wood Duck,Aix sponsa,357,1,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,4/19/2015,1:00 PM,eBird - Traveling Count,151,1,4.828,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S14389216,Wood Duck,Aix sponsa,357,X,US-CA,Los Angeles,Los Angeles County Arboretum & Botanic Garden,34.1435559,-118.0521078,6/10/2013,11:17 AM,eBird - Traveling Count,110,1,3.219,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S23139929,Wood Duck,Aix sponsa,357,1,US-DE,New Castle,Augustine Wildlife Area--Yardley Dale Tract,39.5348286,-75.5861521,4/25/2015,6:48 PM,eBird - Traveling Count,90,1,1.609,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S23211089,Wood Duck,Aix sponsa,357,1,US-DE,New Castle,Biddle Point (C&D canal),39.5542541,-75.6175134,5/3/2015,5:30 PM,eBird - Stationary Count,45,1,NA,NA,2,NA,NA,NA
S18317243,Wood Duck,Aix sponsa,357,17,US-DE,New Castle,Gunning Bedford/Dragon Run,39.5731163,-75.602211,5/10/2014,4:20 AM,eBird - Traveling Count,143,1,1.609,NA,3,NA,NA,"msarver <br />Submitted from BirdLog NA for iOS, version 1.7.1"
S18317240,Wood Duck,Aix sponsa,357,2,US-DE,New Castle,Lums Pond State Park,39.5607834,-75.718399,5/10/2014,7:08 AM,eBird - Traveling Count,133,1,2.414,NA,2,P {0}--Pair in Suitable Habitat,NA,NA
S18176734,Wood Duck,Aix sponsa,357,2,US-DE,New Castle,Middle Run Natural Area,39.7158527,-75.7233417,5/2/2014,6:36 AM,eBird - Traveling Count,112,1,1.207,NA,5,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S19823195,Wood Duck,Aix sponsa,357,2,US-DE,New Castle,Middle Run Natural Area,39.7158527,-75.7233417,9/13/2014,5:04 PM,eBird - Traveling Count,128,1,0.805,NA,7,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S18658046,Wood Duck,Aix sponsa,357,3,US-DE,New Castle,"Middletown, 1226-1298 Dutch Neck Road",39.5557,-75.59123,6/2/2014,5:55 AM,eBird - Stationary Count,11,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S18504761,Wood Duck,Aix sponsa,357,X,US-DE,New Castle,"New Castle, 737-747 Cox Neck Road",39.56287,-75.61104,5/22/2014,6:07 AM,eBird - Stationary Count,9,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S18627495,Wood Duck,Aix sponsa,357,X,US-DE,New Castle,White Clay Creek SP--Creek Rd.,39.7046445,-75.7563742,5/30/2014,7:18 PM,eBird - Traveling Count,53,1,0.805,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S22804227,Wood Duck,Aix sponsa,357,2,US-DE,New Castle,White Clay Creek SP--Creek Rd.,39.7046445,-75.7563742,4/11/2015,8:15 AM,eBird - Traveling Count,110,1,2.414,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S23139947,Wood Duck,Aix sponsa,357,1,US-DE,New Castle,White Clay Creek SP--Creek Rd.,39.7046445,-75.7563742,4/30/2015,7:14 AM,eBird - Traveling Count,99,1,2.414,NA,3,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S23300306,Wood Duck,Aix sponsa,357,1,US-DE,New Castle,White Clay Creek SP--Creek Rd.,39.7046445,-75.7563742,5/8/2015,6:33 AM,eBird - Traveling Count,96,1,2.414,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S17564503,Wood Duck,Aix sponsa,357,X,US-DE,New Castle,White Clay Creek SP--Paper Mill Road entrance,39.6914414,-75.7512612,3/22/2014,12:50 PM,eBird - Traveling Count,83,1,1.609,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S17715322,Wood Duck,Aix sponsa,357,X,US-DE,New Castle,White Clay Creek SP--Paper Mill Road entrance,39.6914414,-75.7512612,4/2/2014,5:30 PM,eBird - Traveling Count,87,1,1.609,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S17860123,Wood Duck,Aix sponsa,357,X,US-DE,New Castle,White Clay Creek SP--Paper Mill Road entrance,39.6914414,-75.7512612,4/12/2014,4:55 PM,eBird - Traveling Count,81,1,3.219,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S17873978,Wood Duck,Aix sponsa,357,X,US-DE,New Castle,White Clay Creek SP--Paper Mill Road entrance,39.6914414,-75.7512612,4/13/2014,10:30 AM,eBird - Traveling Count,99,1,2.414,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S18242671,Wood Duck,Aix sponsa,357,2,US-DE,New Castle,White Clay Creek SP--Thompson Station Rd.,39.7399964,-75.7543802,5/5/2014,5:50 PM,eBird - Traveling Count,86,1,1.609,NA,3,NA,NA,Warbling with Taj Schottland and Matt Boone
S13497473,Wood Duck,Aix sponsa,357,10,US-LA,Orleans,Audubon Park,29.9272668,-90.1280594,3/23/2013,2:41 PM,eBird - Traveling Count,61,1,1.609,NA,1,NA,NA," <br />Submitted from BirdLog NA for iOS, version 1.5.2"
S13021238,Wood Duck,Aix sponsa,357,X,US-LA,Orleans,"Audubon, Golf Club Drive",29.92695,-90.12754,2/17/2013,2:03 PM,eBird - Traveling Count,47,1,1.609,NA,1,NA,NA, Submitted from  BirdLog for Android v1.6
S13358086,Wood Duck,Aix sponsa,357,X,US-LA,Orleans,City Park--Couturie Forest,30.0045693,-90.0935962,3/10/2013,12:30 PM,eBird - Traveling Count,90,1,1.609,NA,2,NA,NA,NA
S13497468,Wood Duck,Aix sponsa,357,10,US-LA,Orleans,City Park--Couturie Forest,30.0045693,-90.0935962,3/23/2013,7:42 AM,eBird - Traveling Count,120,1,3.219,NA,1,NA,NA," <br />Submitted from BirdLog NA for iOS, version 1.5.2"
S22493349,Wood Duck,Aix sponsa,357,1,US-FL,Palm Beach,Loxahatchee NWR--Marsh Trail,26.4928139,-80.2168894,3/22/2015,12:34 PM,eBird - Traveling Count,141,1,6.437,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S18198490,Wood Duck,Aix sponsa,357,10,US-PA,Philadelphia,John Heinz NWR at Tinicum (IBA),39.8914715,-75.2571492,5/3/2014,8:29 AM,eBird - Traveling Count,172,1,2.414,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S23489719,Wood Duck,Aix sponsa,357,4,US-PA,Philadelphia,John Heinz NWR at Tinicum (IBA),39.8914715,-75.2571492,5/17/2015,8:03 AM,eBird - Traveling Count,205,1,3.219,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S24334962,Wood Duck,Aix sponsa,357,1,CA-NS,Shelburne,Cape Sable Island,43.4570415,-65.6167789,7/20/2015,4:35 PM,eBird - Traveling Count,196,1,8.047,NA,4,NA,MEB and AF only,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S11991744,Wood Duck,Aix sponsa,357,1,US-MO,Stoddard,Otter Slough CA,36.723295,-90.1081736,10/7/2012,9:30 AM,eBird - Traveling Count,270,1,16.093,NA,2,NA,NA,NA
S23327586,Wood Duck,Aix sponsa,357,1,US-DE,Sussex,Trap Pond,38.5246336,-75.4755163,5/9/2015,6:35 AM,eBird - Traveling Count,190,1,4.828,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S11786281,Wood Duck,Aix sponsa,357,X,US-TX,Travis,Travis,30.32913,-97.77289,3/1/2009,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Austin
S13960691,Wood Duck,Aix sponsa,357,X,US-NV,Washoe,McCarran Ranch (Washoe Co.),39.5474957,-119.5733768,7/11/2012,7:00 AM,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,NA
S11786262,Wood Duck,Aix sponsa,357,X,US-MO,NA,Missouri,38.29967,-92.43608,9/15/2012,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Missouri
S21717431,Gadwall,Anas strepera,377,15,US-MD,Baltimore,Loch Raven Reservoir--Secondary Dam,39.425851,-76.5414906,2/7/2015,3:22 PM,eBird - Stationary Count,60,1,NA,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21239175,Gadwall,Anas strepera,377,X,US-TX,Brazoria,Brazoria NWR,29.0599151,-95.2534527,1/6/2015,7:40 AM,eBird - Traveling Count,260,1,8.047,NA,7,NA,NA,Bird banding followed by drive around auto tour loop.
S21243536,Gadwall,Anas strepera,377,6,US-TX,Brazoria,Brazoria NWR (UTC 108),29.0570039,-95.2293356,1/6/2015,1:00 PM,eBird - Traveling Count,120,0,16.093,NA,2,NA,NA,NA
S21308531,Gadwall,Anas strepera,377,8,US-NJ,Cape May,Villas--Lake Champlain,39.0059789,-74.9483871,1/11/2015,11:36 AM,eBird - Stationary Count,34,1,NA,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S13639614,Gadwall,Anas strepera,377,5,US-TX,Comal,"Bulverde, 11300-11348 Highway 46",29.78091,-98.31835,4/5/2013,1:11 PM,eBird - Stationary Count,15,1,NA,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S15485533,Gadwall,Anas strepera,377,X,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,10/24/2013,5:09 PM,eBird - Traveling Count,110,1,2.414,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.2
S20992309,Gadwall,Anas strepera,377,10,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12/22/2014,4:28 PM,eBird - Traveling Count,94,1,1.609,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21002647,Gadwall,Anas strepera,377,20,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12/23/2014,4:27 PM,eBird - Traveling Count,106,1,3.219,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21059360,Gadwall,Anas strepera,377,1,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12/28/2014,3:58 PM,eBird - Traveling Count,151,1,4.023,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21072360,Gadwall,Anas strepera,377,30,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12/29/2014,1:37 PM,eBird - Traveling Count,225,1,8.047,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S13643606,Gadwall,Anas strepera,377,5,US-TX,Comal,Canyon Lake- Dam  and  Nature Trl below dam (HOTE 073),29.86938,-98.19542,4/5/2013,6:41 PM,eBird - Traveling Count,61,1,1.609,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S21010651,Gadwall,Anas strepera,377,1,US-TX,Comal,Canyon Lake- Dam & Nature Trl below dam (HOTE 073),29.8693405,-98.1964445,12/24/2014,2:59 PM,eBird - Traveling Count,32,1,1.207,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S13616703,Gadwall,Anas strepera,377,X,US-TX,Comal,Canyon Lake- Hancock Road Trailhead,29.9118677,-98.2391453,4/3/2013,9:32 AM,eBird - Traveling Count,55,1,1.609,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S12345086,Gadwall,Anas strepera,377,X,US-MS,Hancock,Hancock County Marshes Coastal Preserve,30.2058226,-89.4682789,12/19/2012,7:30 AM,eBird - Traveling Count,300,1,8.047,NA,5,NA,NA,With Mark Woodrey doing the CBC on a boat in the bay.
S15625482,Gadwall,Anas strepera,377,X,US-TX,Hidalgo,Estero Llano Grande SP WBC (LTC 054),26.1260304,-97.9559173,11/9/2013,12:30 PM,eBird - Traveling Count,120,1,4.828,NA,3,NA,NA,NA
S12187876,Gadwall,Anas strepera,377,X,US-TX,Hidalgo,Santa Ana NWR (LTC 059),26.0724245,-98.1499547,11/29/2012,9:00 AM,eBird - Traveling Count,210,1,4.023,NA,1,NA,NA,NA
S14080800,Gadwall,Anas strepera,377,X,US-TX,Hidalgo,Santa Ana NWR--Pintail Lakes Trail,26.0787993,-98.1330503,5/11/2013,9:30 AM,eBird - Traveling Count,150,1,3.219,NA,2,NA,NA,NA
S11951409,Gadwall,Anas strepera,377,X,US-NC,Hyde,Lake Mattamuskeet NWR--Wildlife Drive,35.468361,-76.1490664,11/3/2012,9:00 AM,eBird - Traveling Count,360,1,16.093,NA,4,NA,NA,NA
S12801520,Gadwall,Anas strepera,377,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,2/1/2013,12:30 PM,eBird - Traveling Count,180,1,3.219,NA,3,NA,NA,NA
S13157844,Gadwall,Anas strepera,377,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,2/23/2013,10:36 AM,eBird - Stationary Count,20,1,NA,NA,3,NA,NA, Submitted from  BirdLog for Android v1.6
S13421086,Gadwall,Anas strepera,377,X,US-MS,Jackson,Seaman Rd Sewage Lagoons (restricted access),30.500325,-88.7982038,3/16/2013,5:30 PM,eBird - Traveling Count,105,1,8.047,NA,4,NA,NA,"with Glen Davis, Jared Feura, and Eamon Harrity"
S16086918,Gadwall,Anas strepera,377,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12/15/2013,7:00 AM,eBird - Exhaustive Area Count,300,1,NA,55,1,NA,NA,personal CBC list
S20904365,Gadwall,Anas strepera,377,1,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12/14/2014,7:00 AM,eBird - Traveling Count,295,1,7.242,NA,7,NA,NA,Bombay Hook CBC- Raymond
S14214054,Gadwall,Anas strepera,377,10,US-NV,Lincoln,Pahranagat NWR--North Riparian Area (Upper Lake),37.309765,-115.1314402,5/22/2013,7:00 AM,eBird - Traveling Count,300,1,2.414,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S12819520,Gadwall,Anas strepera,377,X,US-AL,Mobile,Grand Bay Rd,30.5261877,-88.3362579,2/2/2013,5:00 PM,eBird - Stationary Count,30,1,NA,NA,1,NA,NA,NA
S23139929,Gadwall,Anas strepera,377,1,US-DE,New Castle,Augustine Wildlife Area--Yardley Dale Tract,39.5348286,-75.5861521,4/25/2015,6:48 PM,eBird - Traveling Count,90,1,1.609,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S14233321,Gadwall,Anas strepera,377,X,US-AZ,Pima,Sweetwater Wetlands,32.278549,-111.022495,5/24/2013,6:14 PM,eBird - Traveling Count,70,1,1.609,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S11786253,Gadwall,Anas strepera,377,X,US-LA,Plaquemines,Plaquemines,29.426,-89.54426,2/1/2011,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Louisiana
S16524638,Gadwall,Anas strepera,377,1,US-DE,Sussex,Cape Henlopen State Park,38.767,-75.096,1/26/2014,10:45 AM,eBird - Traveling Count,120,1,2.414,NA,4,NA,NA,bay side of the point and fort miles
S16524837,Gadwall,Anas strepera,377,20,US-DE,Sussex,Prime Hook NWR--Fowler Beach Rd.,38.879079,-75.272948,1/26/2014,1:40 PM,eBird - Traveling Count,67,1,2.414,NA,4,NA,NA,frozen except for channel
S11786281,Gadwall,Anas strepera,377,X,US-TX,Travis,Travis,30.32913,-97.77289,3/1/2009,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Austin
S14485336,Gadwall,Anas strepera,377,X,US-CA,Tulare,Tulare WTP,36.18209,-119.37143,6/23/2013,12:00 PM,eBird - Traveling Count,35,1,1.609,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S11991703,Gadwall,Anas strepera,377,5,US-AR,Washington,US-AR-Springdale-202 E Lakeview Dr,36.139909,-94.133604,11/8/2012,3:23 PM,eBird - Traveling Count,113,1,3.219,NA,2,NA,NA," <br />Submitted from BirdLog NA for iOS, version 1.5.1"
S22630516,Eurasian Wigeon,Anas penelope,384,1,US-DE,Kent,Woodland Beach Wildlife Area,39.32639,-75.5099817,4/1/2015,4:00 PM,eBird - Traveling Count,33,1,0.644,NA,1,NA,Continuing. Brown red head with yellow forehead. With other wigeons.,Submitted from  BirdLog NA for Android v1.9.6
S17162565,American Wigeon,Anas americana,386,20,US-MD,Baltimore,Loch Raven Reservoir--Primary Dam,39.43142,-76.5434647,2/9/2014,9:20 AM,eBird - Stationary Count,45,1,NA,NA,1,NA,NA,NA
S21717431,American Wigeon,Anas americana,386,15,US-MD,Baltimore,Loch Raven Reservoir--Secondary Dam,39.425851,-76.5414906,2/7/2015,3:22 PM,eBird - Stationary Count,60,1,NA,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S12194862,American Wigeon,Anas americana,386,10,US-TX,Cameron,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,11/30/2012,8:30 AM,eBird - Traveling Count,120,1,1.609,NA,1,NA,NA,NA
S15616169,American Wigeon,Anas americana,386,X,US-TX,Cameron,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,11/8/2013,9:00 AM,eBird - Traveling Count,70,1,1.609,NA,3,NA,NA,NA
S15616168,American Wigeon,Anas americana,386,X,US-TX,Cameron,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),26.1400912,-97.1748233,11/8/2013,8:30 AM,eBird - Traveling Count,30,1,1.609,NA,3,NA,NA,NA
S21308524,American Wigeon,Anas americana,386,3,US-NJ,Cape May,Cape Island--CMP--Lily Lake,38.9391024,-74.9631287,1/11/2015,1:22 PM,eBird - Traveling Count,10,1,0.805,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21308531,American Wigeon,Anas americana,386,7,US-NJ,Cape May,Villas--Lake Champlain,39.0059789,-74.9483871,1/11/2015,11:36 AM,eBird - Stationary Count,34,1,NA,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S13639614,American Wigeon,Anas americana,386,2,US-TX,Comal,"Bulverde, 11300-11348 Highway 46",29.78091,-98.31835,4/5/2013,1:11 PM,eBird - Stationary Count,15,1,NA,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S12067101,American Wigeon,Anas americana,386,15,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,11/18/2012,8:00 AM,eBird - Traveling Count,120,1,3.219,NA,1,NA,NA,NA
